[2020.06.02 15:52:19] | INFO  | [Node2D.gd] [_ready()] >> 1 animal born

[2020.06.02 17:51:46] | INFO  | [Node2D.gd] [_ready()] >> 3184 animal born

[2020.06.02 17:51:49] | INFO  | [Node2D.gd] [_ready()] >> 3183 animal dead

[2020.06.02 17:51:54] | INFO  | [Node2D.gd] [_ready()] >> 3185 animal born

[2020.06.02 17:52:02] | INFO  | [Node2D.gd] [_ready()] >> 3186 animal born

[2020.06.02 17:52:21] | INFO  | [Node2D.gd] [_ready()] >> 3180 animal dead

[2020.06.02 17:52:21] | INFO  | [Node2D.gd] [_ready()] >> 3181 animal dead

[2020.06.02 17:52:21] | INFO  | [Node2D.gd] [_ready()] >> 3182 animal dead

[2020.06.02 17:52:36] | INFO  | [Node2D.gd] [_ready()] >> 3184 animal dead

[2020.06.02 17:52:44] | INFO  | [Node2D.gd] [_ready()] >> 3185 animal dead

[2020.06.02 17:52:52] | INFO  | [Node2D.gd] [_ready()] >> 3186 animal dead

[2020.06.02 17:52:56] | INFO  | [Node2D.gd] [_ready()] >> 3187 animal born

[2020.06.02 17:52:56] | INFO  | [Node2D.gd] [_ready()] >> 3188 animal born

[2020.06.02 17:52:56] | INFO  | [Node2D.gd] [_ready()] >> 3189 animal born

[2020.06.02 17:52:56] | INFO  | [Node2D.gd] [_ready()] >> 3190 animal born

[2020.06.02 17:53:00] | INFO  | [Node2D.gd] [_ready()] >> 3188 animal dead

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3187 animal dead

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3189 animal dead

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3190 animal dead

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3191 animal born

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3192 animal born

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3193 animal born

[2020.06.02 17:53:46] | INFO  | [Node2D.gd] [_ready()] >> 3194 animal born

[2020.06.02 17:54:01] | INFO  | [Node2D.gd] [_ready()] >> 3195 animal born

[2020.06.02 17:54:15] | INFO  | [Node2D.gd] [_ready()] >> 3196 animal born

[2020.06.02 17:54:21] | INFO  | [Node2D.gd] [_ready()] >> 3197 animal born

[2020.06.02 17:54:21] | INFO  | [Node2D.gd] [_ready()] >> 3198 animal born

[2020.06.02 17:54:22] | INFO  | [Node2D.gd] [_ready()] >> 3192 animal dead

[2020.06.02 17:54:36] | INFO  | [Node2D.gd] [_ready()] >> 3199 animal born

[2020.06.02 17:54:36] | INFO  | [Node2D.gd] [_ready()] >> 3191 animal dead

[2020.06.02 17:54:36] | INFO  | [Node2D.gd] [_ready()] >> 3193 animal dead

[2020.06.02 17:54:36] | INFO  | [Node2D.gd] [_ready()] >> 3194 animal dead

[2020.06.02 17:54:47] | INFO  | [Node2D.gd] [_ready()] >> 3200 animal born

[2020.06.02 17:54:51] | INFO  | [Node2D.gd] [_ready()] >> 3195 animal dead

[2020.06.02 17:55:02] | INFO  | [Node2D.gd] [_ready()] >> 3201 animal born

[2020.06.02 17:55:05] | INFO  | [Node2D.gd] [_ready()] >> 3196 animal dead

[2020.06.02 17:55:09] | INFO  | [Node2D.gd] [_ready()] >> 3202 animal born

[2020.06.02 17:55:11] | INFO  | [Node2D.gd] [_ready()] >> 3197 animal dead

[2020.06.02 17:55:11] | INFO  | [Node2D.gd] [_ready()] >> 3198 animal dead

[2020.06.02 17:55:26] | INFO  | [Node2D.gd] [_ready()] >> 3199 animal dead

[2020.06.02 17:55:37] | INFO  | [Node2D.gd] [_ready()] >> 3200 animal dead

[2020.06.02 17:55:52] | INFO  | [Node2D.gd] [_ready()] >> 3201 animal dead

[2020.06.02 17:55:59] | INFO  | [Node2D.gd] [_ready()] >> 3202 animal dead

[2020.06.02 17:56:01] | INFO  | [Node2D.gd] [_ready()] >> 3203 animal born

[2020.06.02 17:56:01] | INFO  | [Node2D.gd] [_ready()] >> 3204 animal born

[2020.06.02 17:56:01] | INFO  | [Node2D.gd] [_ready()] >> 3205 animal born

[2020.06.02 17:56:01] | INFO  | [Node2D.gd] [_ready()] >> 3206 animal born

[2020.06.02 17:56:05] | INFO  | [Node2D.gd] [_ready()] >> 3203 animal dead

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3204 animal dead

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3205 animal dead

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3206 animal dead

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3207 animal born

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3208 animal born

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3209 animal born

[2020.06.02 17:56:51] | INFO  | [Node2D.gd] [_ready()] >> 3210 animal born

[2020.06.02 17:57:06] | INFO  | [Node2D.gd] [_ready()] >> 3211 animal born

[2020.06.02 17:57:14] | INFO  | [Node2D.gd] [_ready()] >> 3212 animal born

[2020.06.02 17:57:21] | INFO  | [Node2D.gd] [_ready()] >> 3213 animal born

[2020.06.02 17:57:41] | INFO  | [Node2D.gd] [_ready()] >> 3207 animal dead

[2020.06.02 17:57:41] | INFO  | [Node2D.gd] [_ready()] >> 3208 animal dead

[2020.06.02 17:57:41] | INFO  | [Node2D.gd] [_ready()] >> 3209 animal dead

[2020.06.02 17:57:41] | INFO  | [Node2D.gd] [_ready()] >> 3210 animal dead

[2020.06.02 17:57:56] | INFO  | [Node2D.gd] [_ready()] >> 3211 animal dead

[2020.06.02 17:58:04] | INFO  | [Node2D.gd] [_ready()] >> 3212 animal dead

[2020.06.02 17:58:11] | INFO  | [Node2D.gd] [_ready()] >> 3213 animal dead

[2020.06.02 17:58:12] | INFO  | [Node2D.gd] [_ready()] >> 3214 animal born

[2020.06.02 17:58:12] | INFO  | [Node2D.gd] [_ready()] >> 3215 animal born

[2020.06.02 17:58:12] | INFO  | [Node2D.gd] [_ready()] >> 3216 animal born

[2020.06.02 17:58:12] | INFO  | [Node2D.gd] [_ready()] >> 3217 animal born

[2020.06.02 17:58:26] | INFO  | [Node2D.gd] [_ready()] >> 3218 animal born

[2020.06.02 17:58:27] | INFO  | [Node2D.gd] [_ready()] >> 3219 animal born

[2020.06.02 17:58:33] | INFO  | [Node2D.gd] [_ready()] >> 3220 animal born

[2020.06.02 17:58:42] | INFO  | [Node2D.gd] [_ready()] >> 3221 animal born

[2020.06.02 17:58:56] | INFO  | [Node2D.gd] [_ready()] >> 3222 animal born

[2020.06.02 17:59:02] | INFO  | [Node2D.gd] [_ready()] >> 3214 animal dead

[2020.06.02 17:59:02] | INFO  | [Node2D.gd] [_ready()] >> 3215 animal dead

[2020.06.02 17:59:02] | INFO  | [Node2D.gd] [_ready()] >> 3216 animal dead

[2020.06.02 17:59:02] | INFO  | [Node2D.gd] [_ready()] >> 3217 animal dead

[2020.06.02 17:59:03] | INFO  | [Node2D.gd] [_ready()] >> 3223 animal born

[2020.06.02 17:59:09] | INFO  | [Node2D.gd] [_ready()] >> 3224 animal born

[2020.06.02 17:59:12] | INFO  | [Node2D.gd] [_ready()] >> 3225 animal born

[2020.06.02 17:59:13] | INFO  | [Node2D.gd] [_ready()] >> 3226 animal born

[2020.06.02 17:59:16] | INFO  | [Node2D.gd] [_ready()] >> 3218 animal dead

[2020.06.02 17:59:17] | INFO  | [Node2D.gd] [_ready()] >> 3219 animal dead

[2020.06.02 17:59:23] | INFO  | [Node2D.gd] [_ready()] >> 3220 animal dead

[2020.06.02 17:59:32] | INFO  | [Node2D.gd] [_ready()] >> 3221 animal dead

[2020.06.02 17:59:34] | INFO  | [Node2D.gd] [_ready()] >> 3227 animal born

[2020.06.02 17:59:46] | INFO  | [Node2D.gd] [_ready()] >> 3222 animal dead

[2020.06.02 17:59:51] | INFO  | [Node2D.gd] [_ready()] >> 3228 animal born

[2020.06.02 17:59:53] | INFO  | [Node2D.gd] [_ready()] >> 3223 animal dead

[2020.06.02 17:59:59] | INFO  | [Node2D.gd] [_ready()] >> 3224 animal dead

[2020.06.02 18:00:02] | INFO  | [Node2D.gd] [_ready()] >> 3225 animal dead

[2020.06.02 18:00:03] | INFO  | [Node2D.gd] [_ready()] >> 3226 animal dead

[2020.06.02 18:00:24] | INFO  | [Node2D.gd] [_ready()] >> 3227 animal dead

[2020.06.02 18:00:41] | INFO  | [Node2D.gd] [_ready()] >> 3228 animal dead

[2020.06.02 18:00:42] | INFO  | [Node2D.gd] [_ready()] >> 3229 animal born

[2020.06.02 18:00:42] | INFO  | [Node2D.gd] [_ready()] >> 3230 animal born

[2020.06.02 18:00:42] | INFO  | [Node2D.gd] [_ready()] >> 3231 animal born

[2020.06.02 18:00:42] | INFO  | [Node2D.gd] [_ready()] >> 3232 animal born

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3229 animal dead

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3230 animal dead

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3231 animal dead

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3232 animal dead

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3233 animal born

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3234 animal born

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3235 animal born

[2020.06.02 18:01:32] | INFO  | [Node2D.gd] [_ready()] >> 3236 animal born

[2020.06.02 18:01:46] | INFO  | [Node2D.gd] [_ready()] >> 3237 animal born

[2020.06.02 18:02:08] | INFO  | [Node2D.gd] [_ready()] >> 3238 animal born

[2020.06.02 18:02:16] | INFO  | [Node2D.gd] [_ready()] >> 3239 animal born

[2020.06.02 18:02:22] | INFO  | [Node2D.gd] [_ready()] >> 3233 animal dead

[2020.06.02 18:02:22] | INFO  | [Node2D.gd] [_ready()] >> 3234 animal dead

[2020.06.02 18:02:22] | INFO  | [Node2D.gd] [_ready()] >> 3235 animal dead

[2020.06.02 18:02:22] | INFO  | [Node2D.gd] [_ready()] >> 3236 animal dead

[2020.06.02 18:02:36] | INFO  | [Node2D.gd] [_ready()] >> 3237 animal dead

[2020.06.02 18:02:47] | INFO  | [Node2D.gd] [_ready()] >> 3240 animal born

[2020.06.02 18:02:58] | INFO  | [Node2D.gd] [_ready()] >> 3238 animal dead

[2020.06.02 18:03:06] | INFO  | [Node2D.gd] [_ready()] >> 3239 animal dead

[2020.06.02 18:03:37] | INFO  | [Node2D.gd] [_ready()] >> 3240 animal dead

[2020.06.02 18:03:42] | INFO  | [Node2D.gd] [_ready()] >> 3241 animal born

[2020.06.02 18:03:42] | INFO  | [Node2D.gd] [_ready()] >> 3242 animal born

[2020.06.02 18:03:42] | INFO  | [Node2D.gd] [_ready()] >> 3243 animal born

[2020.06.02 18:03:42] | INFO  | [Node2D.gd] [_ready()] >> 3244 animal born

[2020.06.02 18:04:08] | INFO  | [Node2D.gd] [_ready()] >> 3245 animal born

[2020.06.02 18:04:31] | INFO  | [Node2D.gd] [_ready()] >> 3246 animal born

[2020.06.02 18:04:32] | INFO  | [Node2D.gd] [_ready()] >> 3241 animal dead

[2020.06.02 18:04:32] | INFO  | [Node2D.gd] [_ready()] >> 3242 animal dead

[2020.06.02 18:04:32] | INFO  | [Node2D.gd] [_ready()] >> 3243 animal dead

[2020.06.02 18:04:32] | INFO  | [Node2D.gd] [_ready()] >> 3244 animal dead

[2020.06.02 18:04:58] | INFO  | [Node2D.gd] [_ready()] >> 3245 animal dead

[2020.06.02 18:05:21] | INFO  | [Node2D.gd] [_ready()] >> 3246 animal dead

[2020.06.02 18:05:23] | INFO  | [Node2D.gd] [_ready()] >> 3247 animal born

[2020.06.02 18:05:23] | INFO  | [Node2D.gd] [_ready()] >> 3248 animal born

[2020.06.02 18:05:23] | INFO  | [Node2D.gd] [_ready()] >> 3249 animal born

[2020.06.02 18:05:23] | INFO  | [Node2D.gd] [_ready()] >> 3250 animal born

[2020.06.02 18:05:36] | INFO  | [Node2D.gd] [_ready()] >> 3251 animal born

[2020.06.02 18:06:10] | INFO  | [Node2D.gd] [_ready()] >> 3252 animal born

[2020.06.02 18:06:13] | INFO  | [Node2D.gd] [_ready()] >> 3247 animal dead

[2020.06.02 18:06:13] | INFO  | [Node2D.gd] [_ready()] >> 3248 animal dead

[2020.06.02 18:06:13] | INFO  | [Node2D.gd] [_ready()] >> 3249 animal dead

[2020.06.02 18:06:13] | INFO  | [Node2D.gd] [_ready()] >> 3250 animal dead

[2020.06.02 18:06:26] | INFO  | [Node2D.gd] [_ready()] >> 3251 animal dead

[2020.06.02 18:07:00] | INFO  | [Node2D.gd] [_ready()] >> 3252 animal dead

[2020.06.02 18:07:03] | INFO  | [Node2D.gd] [_ready()] >> 3253 animal born

[2020.06.02 18:07:03] | INFO  | [Node2D.gd] [_ready()] >> 3254 animal born

[2020.06.02 18:07:03] | INFO  | [Node2D.gd] [_ready()] >> 3255 animal born

[2020.06.02 18:07:03] | INFO  | [Node2D.gd] [_ready()] >> 3256 animal born

[2020.06.02 18:07:42] | INFO  | [Node2D.gd] [_ready()] >> 3257 animal born

[2020.06.02 18:07:53] | INFO  | [Node2D.gd] [_ready()] >> 3253 animal dead

[2020.06.02 18:07:53] | INFO  | [Node2D.gd] [_ready()] >> 3254 animal dead

[2020.06.02 18:07:53] | INFO  | [Node2D.gd] [_ready()] >> 3255 animal dead

[2020.06.02 18:07:53] | INFO  | [Node2D.gd] [_ready()] >> 3256 animal dead

[2020.06.02 18:08:32] | INFO  | [Node2D.gd] [_ready()] >> 3257 animal dead

[2020.06.02 18:08:33] | INFO  | [Node2D.gd] [_ready()] >> 3258 animal born

[2020.06.02 18:08:33] | INFO  | [Node2D.gd] [_ready()] >> 3259 animal born

[2020.06.02 18:08:33] | INFO  | [Node2D.gd] [_ready()] >> 3260 animal born

[2020.06.02 18:08:33] | INFO  | [Node2D.gd] [_ready()] >> 3261 animal born

[2020.06.02 18:08:47] | INFO  | [Node2D.gd] [_ready()] >> 3262 animal born

[2020.06.02 18:08:48] | INFO  | [Node2D.gd] [_ready()] >> 3258 animal dead

[2020.06.02 18:08:59] | INFO  | [Node2D.gd] [_ready()] >> 3263 animal born

[2020.06.02 18:09:13] | INFO  | [Node2D.gd] [_ready()] >> 3264 animal born

[2020.06.02 18:09:13] | INFO  | [Node2D.gd] [_ready()] >> 3265 animal born

[2020.06.02 18:09:23] | INFO  | [Node2D.gd] [_ready()] >> 3266 animal born

[2020.06.02 18:09:23] | INFO  | [Node2D.gd] [_ready()] >> 3259 animal dead

[2020.06.02 18:09:23] | INFO  | [Node2D.gd] [_ready()] >> 3260 animal dead

[2020.06.02 18:09:23] | INFO  | [Node2D.gd] [_ready()] >> 3261 animal dead

[2020.06.02 18:09:37] | INFO  | [Node2D.gd] [_ready()] >> 3262 animal dead

[2020.06.02 18:09:49] | INFO  | [Node2D.gd] [_ready()] >> 3263 animal dead

[2020.06.02 18:10:03] | INFO  | [Node2D.gd] [_ready()] >> 3264 animal dead

[2020.06.02 18:10:03] | INFO  | [Node2D.gd] [_ready()] >> 3265 animal dead

[2020.06.02 18:10:13] | INFO  | [Node2D.gd] [_ready()] >> 3266 animal dead

[2020.06.02 18:10:13] | INFO  | [Node2D.gd] [_ready()] >> 3267 animal born

[2020.06.02 18:10:13] | INFO  | [Node2D.gd] [_ready()] >> 3268 animal born

[2020.06.02 18:10:13] | INFO  | [Node2D.gd] [_ready()] >> 3269 animal born

[2020.06.02 18:10:13] | INFO  | [Node2D.gd] [_ready()] >> 3270 animal born

[2020.06.02 18:10:28] | INFO  | [Node2D.gd] [_ready()] >> 3271 animal born

[2020.06.02 18:10:50] | INFO  | [Node2D.gd] [_ready()] >> 3272 animal born

[2020.06.02 18:11:00] | INFO  | [Node2D.gd] [_ready()] >> 3273 animal born

[2020.06.02 18:11:02] | INFO  | [Node2D.gd] [_ready()] >> 3274 animal born

[2020.06.02 18:11:03] | INFO  | [Node2D.gd] [_ready()] >> 3267 animal dead

[2020.06.02 18:11:03] | INFO  | [Node2D.gd] [_ready()] >> 3268 animal dead

[2020.06.02 18:11:03] | INFO  | [Node2D.gd] [_ready()] >> 3269 animal dead

[2020.06.02 18:11:03] | INFO  | [Node2D.gd] [_ready()] >> 3270 animal dead

[2020.06.02 18:11:18] | INFO  | [Node2D.gd] [_ready()] >> 3271 animal dead

[2020.06.02 18:11:40] | INFO  | [Node2D.gd] [_ready()] >> 3272 animal dead

[2020.06.02 18:11:50] | INFO  | [Node2D.gd] [_ready()] >> 3273 animal dead

[2020.06.02 18:11:52] | INFO  | [Node2D.gd] [_ready()] >> 3274 animal dead

[2020.06.02 18:11:53] | INFO  | [Node2D.gd] [_ready()] >> 3275 animal born

[2020.06.02 18:11:53] | INFO  | [Node2D.gd] [_ready()] >> 3276 animal born

[2020.06.02 18:11:53] | INFO  | [Node2D.gd] [_ready()] >> 3277 animal born

[2020.06.02 18:11:54] | INFO  | [Node2D.gd] [_ready()] >> 3278 animal born

[2020.06.02 18:12:42] | INFO  | [Node2D.gd] [_ready()] >> 3279 animal born

[2020.06.02 18:12:43] | INFO  | [Node2D.gd] [_ready()] >> 3275 animal dead

[2020.06.02 18:12:43] | INFO  | [Node2D.gd] [_ready()] >> 3276 animal dead

[2020.06.02 18:12:43] | INFO  | [Node2D.gd] [_ready()] >> 3277 animal dead

[2020.06.02 18:12:43] | INFO  | [Node2D.gd] [_ready()] >> 3278 animal dead

[2020.06.02 18:13:32] | INFO  | [Node2D.gd] [_ready()] >> 3279 animal dead

[2020.06.02 18:13:34] | INFO  | [Node2D.gd] [_ready()] >> 3280 animal born

[2020.06.02 18:13:34] | INFO  | [Node2D.gd] [_ready()] >> 3281 animal born

[2020.06.02 18:13:34] | INFO  | [Node2D.gd] [_ready()] >> 3282 animal born

[2020.06.02 18:13:34] | INFO  | [Node2D.gd] [_ready()] >> 3283 animal born

[2020.06.02 18:13:48] | INFO  | [Node2D.gd] [_ready()] >> 3284 animal born

[2020.06.02 18:13:55] | INFO  | [Node2D.gd] [_ready()] >> 3285 animal born

[2020.06.02 18:14:10] | INFO  | [Node2D.gd] [_ready()] >> 3286 animal born

[2020.06.02 18:14:11] | INFO  | [Node2D.gd] [_ready()] >> 3287 animal born

[2020.06.02 18:14:15] | INFO  | [Node2D.gd] [_ready()] >> 3288 animal born

[2020.06.02 18:14:24] | INFO  | [Node2D.gd] [_ready()] >> 3280 animal dead

[2020.06.02 18:14:24] | INFO  | [Node2D.gd] [_ready()] >> 3281 animal dead

[2020.06.02 18:14:24] | INFO  | [Node2D.gd] [_ready()] >> 3282 animal dead

[2020.06.02 18:14:24] | INFO  | [Node2D.gd] [_ready()] >> 3283 animal dead

[2020.06.02 18:14:38] | INFO  | [Node2D.gd] [_ready()] >> 3284 animal dead

[2020.06.02 18:14:45] | INFO  | [Node2D.gd] [_ready()] >> 3285 animal dead

[2020.06.02 18:15:00] | INFO  | [Node2D.gd] [_ready()] >> 3286 animal dead

[2020.06.02 18:15:01] | INFO  | [Node2D.gd] [_ready()] >> 3287 animal dead

[2020.06.02 18:15:05] | INFO  | [Node2D.gd] [_ready()] >> 3288 animal dead

[2020.06.02 18:15:09] | INFO  | [Node2D.gd] [_ready()] >> 3289 animal born

[2020.06.02 18:15:09] | INFO  | [Node2D.gd] [_ready()] >> 3290 animal born

[2020.06.02 18:15:09] | INFO  | [Node2D.gd] [_ready()] >> 3291 animal born

[2020.06.02 18:15:09] | INFO  | [Node2D.gd] [_ready()] >> 3292 animal born

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3289 animal dead

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3290 animal dead

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3291 animal dead

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3292 animal dead

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3293 animal born

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3294 animal born

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3295 animal born

[2020.06.02 18:15:59] | INFO  | [Node2D.gd] [_ready()] >> 3296 animal born

[2020.06.02 18:16:26] | INFO  | [Node2D.gd] [_ready()] >> 3297 animal born

[2020.06.02 18:16:34] | INFO  | [Node2D.gd] [_ready()] >> 3298 animal born

[2020.06.02 18:16:38] | INFO  | [Node2D.gd] [_ready()] >> 3299 animal born

[2020.06.02 18:16:49] | INFO  | [Node2D.gd] [_ready()] >> 3293 animal dead

[2020.06.02 18:16:49] | INFO  | [Node2D.gd] [_ready()] >> 3294 animal dead

[2020.06.02 18:16:49] | INFO  | [Node2D.gd] [_ready()] >> 3295 animal dead

[2020.06.02 18:16:49] | INFO  | [Node2D.gd] [_ready()] >> 3296 animal dead

[2020.06.02 18:17:16] | INFO  | [Node2D.gd] [_ready()] >> 3297 animal dead

[2020.06.02 18:17:17] | INFO  | [Node2D.gd] [_ready()] >> 3300 animal born

[2020.06.02 18:17:22] | INFO  | [Node2D.gd] [_ready()] >> 3301 animal born

[2020.06.02 18:17:24] | INFO  | [Node2D.gd] [_ready()] >> 3298 animal dead

[2020.06.02 18:17:28] | INFO  | [Node2D.gd] [_ready()] >> 3299 animal dead

[2020.06.02 18:17:40] | INFO  | [Node2D.gd] [_ready()] >> 3302 animal born

[2020.06.02 18:18:07] | INFO  | [Node2D.gd] [_ready()] >> 3300 animal dead

[2020.06.02 18:18:08] | INFO  | [Node2D.gd] [_ready()] >> 3303 animal born

[2020.06.02 18:18:12] | INFO  | [Node2D.gd] [_ready()] >> 3301 animal dead

[2020.06.02 18:18:14] | INFO  | [Node2D.gd] [_ready()] >> 3304 animal born

[2020.06.02 18:18:30] | INFO  | [Node2D.gd] [_ready()] >> 3302 animal dead

[2020.06.02 18:18:58] | INFO  | [Node2D.gd] [_ready()] >> 3303 animal dead

[2020.06.02 18:19:04] | INFO  | [Node2D.gd] [_ready()] >> 3304 animal dead

[2020.06.02 18:19:04] | INFO  | [Node2D.gd] [_ready()] >> 3305 animal born

[2020.06.02 18:19:04] | INFO  | [Node2D.gd] [_ready()] >> 3306 animal born

[2020.06.02 18:19:04] | INFO  | [Node2D.gd] [_ready()] >> 3307 animal born

[2020.06.02 18:19:04] | INFO  | [Node2D.gd] [_ready()] >> 3308 animal born

[2020.06.02 18:19:31] | INFO  | [Node2D.gd] [_ready()] >> 3309 animal born

[2020.06.02 18:19:41] | INFO  | [Node2D.gd] [_ready()] >> 3310 animal born

[2020.06.02 18:19:49] | INFO  | [Node2D.gd] [_ready()] >> 3311 animal born

[2020.06.02 18:19:54] | INFO  | [Node2D.gd] [_ready()] >> 3312 animal born

[2020.06.02 18:19:54] | INFO  | [Node2D.gd] [_ready()] >> 3305 animal dead

[2020.06.02 18:19:54] | INFO  | [Node2D.gd] [_ready()] >> 3306 animal dead

[2020.06.02 18:19:54] | INFO  | [Node2D.gd] [_ready()] >> 3307 animal dead

[2020.06.02 18:19:54] | INFO  | [Node2D.gd] [_ready()] >> 3308 animal dead

[2020.06.02 18:20:12] | INFO  | [Node2D.gd] [_ready()] >> 3313 animal born

[2020.06.02 18:20:21] | INFO  | [Node2D.gd] [_ready()] >> 3309 animal dead

[2020.06.02 18:20:21] | INFO  | [Node2D.gd] [_ready()] >> 3314 animal born

[2020.06.02 18:20:29] | INFO  | [Node2D.gd] [_ready()] >> 3315 animal born

[2020.06.02 18:20:31] | INFO  | [Node2D.gd] [_ready()] >> 3310 animal dead

[2020.06.02 18:20:38] | INFO  | [Node2D.gd] [_ready()] >> 3316 animal born

[2020.06.02 18:20:39] | INFO  | [Node2D.gd] [_ready()] >> 3311 animal dead

[2020.06.02 18:20:44] | INFO  | [Node2D.gd] [_ready()] >> 3312 animal dead

[2020.06.02 18:21:02] | INFO  | [Node2D.gd] [_ready()] >> 3313 animal dead

[2020.06.02 18:21:11] | INFO  | [Node2D.gd] [_ready()] >> 3314 animal dead

[2020.06.02 18:21:17] | INFO  | [Node2D.gd] [_ready()] >> 3317 animal born

[2020.06.02 18:21:19] | INFO  | [Node2D.gd] [_ready()] >> 3315 animal dead

[2020.06.02 18:21:28] | INFO  | [Node2D.gd] [_ready()] >> 3316 animal dead

[2020.06.02 18:22:07] | INFO  | [Node2D.gd] [_ready()] >> 3317 animal dead

[2020.06.02 18:22:10] | INFO  | [Node2D.gd] [_ready()] >> 3318 animal born

[2020.06.02 18:22:10] | INFO  | [Node2D.gd] [_ready()] >> 3319 animal born

[2020.06.02 18:22:10] | INFO  | [Node2D.gd] [_ready()] >> 3320 animal born

[2020.06.02 18:22:10] | INFO  | [Node2D.gd] [_ready()] >> 3321 animal born

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3318 animal dead

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3319 animal dead

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3320 animal dead

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3321 animal dead

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3322 animal born

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3323 animal born

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3324 animal born

[2020.06.02 18:23:00] | INFO  | [Node2D.gd] [_ready()] >> 3325 animal born

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3322 animal dead

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3323 animal dead

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3324 animal dead

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3325 animal dead

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3326 animal born

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3327 animal born

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3328 animal born

[2020.06.02 18:23:50] | INFO  | [Node2D.gd] [_ready()] >> 3329 animal born

[2020.06.02 18:24:17] | INFO  | [Node2D.gd] [_ready()] >> 3330 animal born

[2020.06.02 18:24:18] | INFO  | [Node2D.gd] [_ready()] >> 3327 animal dead

[2020.06.02 18:24:25] | INFO  | [Node2D.gd] [_ready()] >> 3331 animal born

[2020.06.02 18:24:38] | INFO  | [Node2D.gd] [_ready()] >> 3332 animal born

[2020.06.02 18:24:40] | INFO  | [Node2D.gd] [_ready()] >> 3326 animal dead

[2020.06.02 18:24:40] | INFO  | [Node2D.gd] [_ready()] >> 3328 animal dead

[2020.06.02 18:24:40] | INFO  | [Node2D.gd] [_ready()] >> 3329 animal dead

[2020.06.02 18:25:02] | INFO  | [Node2D.gd] [_ready()] >> 3333 animal born

